Quantity,UnitPrice,ItemsInCart,TotalPrice,Target,Year,Month,Day,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,CouponCode_SAVE10,CouponCode_WINTER15,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral
3,247.47,4,742.41,0.0,2025,3,23,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False
3,531.72,7,1595.16,0.0,2025,2,18,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
1,17.98,6,17.98,1.0,2023,11,14,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,613.98,4,613.98,0.0,2023,8,20,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
3,426.12,5,1278.36,0.0,2024,1,5,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False
4,629.88,8,2519.52,1.0,2025,2,25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1,120.98,6,120.98,0.0,2023,5,18,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
2,333.83,4,667.66,1.0,2023,8,23,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4,628.12,6,2512.48,0.0,2024,7,16,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False
3,157.4,7,472.2,1.0,2024,4,15,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
5,364.28,5,1821.4,1.0,2025,4,8,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
4,162.71,7,650.84,1.0,2024,4,18,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,343.99,4,687.98,0.0,2023,3,10,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
5,421.42,7,2107.1,1.0,2023,1,25,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
5,566.07,6,2830.35,0.0,2024,10,10,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
2,255.99,4,511.98,0.0,2023,11,14,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,627.34,1,627.34,0.0,2024,11,11,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
3,154.37,4,463.11,0.0,2025,6,15,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
4,145.05,6,580.2,0.0,2025,3,21,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
5,514.6,10,2573.0,0.0,2023,6,12,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
4,577.82,9,2311.28,0.0,2024,12,10,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
2,500.8,3,1001.6,0.0,2025,2,10,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
5,72.64,7,363.2,1.0,2024,2,21,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,211.82,4,423.64,1.0,2024,11,25,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
3,556.99,4,1670.97,1.0,2023,6,30,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,72.31,1,72.31,1.0,2023,5,26,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3,32.62,6,97.85999999999999,0.0,2025,6,22,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
3,274.75,3,824.25,1.0,2024,11,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
5,543.16,6,2715.8,1.0,2024,7,24,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
3,445.12,8,1335.36,1.0,2023,6,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,96.81,3,96.81,1.0,2024,3,8,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
3,601.6,7,1804.8,1.0,2024,10,17,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False
3,184.47,4,553.41,1.0,2024,2,8,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
5,476.01,7,2380.05,0.0,2023,10,22,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
3,396.0,4,1188.0,1.0,2023,6,16,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
5,341.96,6,1709.8,0.0,2024,1,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
5,248.84,10,1244.2,1.0,2023,6,23,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
5,678.16,7,3390.8,0.0,2023,5,2,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
5,601.72,5,3008.6,1.0,2024,4,10,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2,259.32,2,518.64,0.0,2024,4,25,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
4,371.07,7,1484.28,1.0,2023,10,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
4,578.27,9,2313.08,0.0,2023,10,15,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False
1,529.19,5,529.19,1.0,2023,1,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,85.22,7,426.1,1.0,2024,4,29,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,438.37,4,438.37,1.0,2024,8,26,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2,150.05,4,300.1,1.0,2023,1,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
2,575.83,3,1151.66,0.0,2025,1,18,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True
2,372.23,7,744.46,0.0,2023,5,18,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
2,132.6,4,265.2,1.0,2023,3,14,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
4,87.79,6,351.16,1.0,2023,12,24,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,642.04,4,1284.08,0.0,2024,10,26,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
3,424.89,6,1274.67,1.0,2025,2,28,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1,72.6,6,72.6,1.0,2024,4,15,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
4,327.12,4,1308.48,1.0,2024,8,31,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,257.0,5,257.0,1.0,2023,2,5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
5,50.74,7,253.7,1.0,2023,6,15,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2,372.92,7,745.84,0.0,2023,2,21,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False
4,358.75,9,1435.0,0.0,2024,1,9,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
2,422.34,4,844.68,1.0,2025,6,23,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
5,22.07,7,110.35,1.0,2025,4,3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
3,509.42,5,1528.26,1.0,2023,7,23,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
4,593.22,8,2372.88,1.0,2024,3,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
5,196.84,5,984.2,0.0,2023,1,23,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
2,388.22,2,776.44,0.0,2023,1,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
3,614.15,3,1842.45,1.0,2023,11,13,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3,92.22,5,276.66,0.0,2024,6,23,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
4,30.27,9,121.08,0.0,2023,6,3,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
4,650.04,6,2600.16,1.0,2024,11,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
4,532.49,6,2129.96,1.0,2025,6,21,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
3,653.63,7,1960.89,0.0,2024,7,26,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
3,122.11,4,366.33,0.0,2023,10,16,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
4,64.74,8,258.96,1.0,2023,4,8,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2,118.59,2,237.18,0.0,2024,3,18,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
4,583.02,4,2332.08,0.0,2024,10,25,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
1,474.6,4,474.6,0.0,2025,2,22,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
1,132.05,2,132.05,0.0,2025,3,7,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
4,386.73,4,1546.92,0.0,2024,6,13,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
5,332.64,10,1663.2,0.0,2025,1,23,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
2,461.37,5,922.74,0.0,2024,6,12,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
3,661.89,6,1985.67,1.0,2025,2,24,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2,259.58,7,519.16,0.0,2025,3,12,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
4,429.37,8,1717.48,0.0,2024,10,3,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1,157.72,2,157.72,0.0,2024,2,22,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
3,624.84,8,1874.52,1.0,2023,3,26,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False
1,39.56,5,39.56,1.0,2025,2,18,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
4,37.76,7,151.04,0.0,2023,6,2,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
1,569.96,4,569.96,0.0,2023,4,6,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
5,627.43,10,3137.15,1.0,2024,3,10,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,323.22,7,646.44,0.0,2025,4,18,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
5,653.46,9,3267.3,1.0,2023,9,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4,678.55,5,2714.2,0.0,2023,7,6,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3,692.44,8,2077.32,1.0,2024,6,12,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1,604.87,4,604.87,0.0,2024,7,28,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
2,512.33,7,1024.66,1.0,2025,6,28,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,20.54,3,61.62,1.0,2025,4,15,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2,625.22,5,1250.44,1.0,2023,3,4,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
5,64.49,7,322.45,1.0,2025,3,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4,184.48,4,737.92,1.0,2024,3,31,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
5,524.26,5,2621.3,0.0,2024,1,10,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
5,45.31,8,226.55,1.0,2023,8,23,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
4,221.96,7,887.84,0.0,2024,3,17,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
5,691.28,10,3456.4,0.0,2023,8,17,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False
5,170.22,8,851.1,0.0,2024,4,15,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
4,384.85,9,1539.4,0.0,2023,3,9,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
5,644.64,6,3223.2,1.0,2024,2,17,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,236.5,8,709.5,0.0,2024,1,1,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
5,472.01,10,2360.05,1.0,2024,10,15,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
3,676.21,5,2028.63,0.0,2024,11,10,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
1,553.56,5,553.56,1.0,2023,5,31,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2,255.26,6,510.52,1.0,2024,1,26,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5,292.54,8,1462.7,1.0,2025,3,15,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3,569.84,8,1709.52,1.0,2024,8,4,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
4,598.19,7,2392.76,0.0,2023,10,5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
4,390.84,9,1563.36,1.0,2023,3,2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
2,398.45,7,796.9,1.0,2024,9,28,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4,174.49,5,697.96,0.0,2024,12,14,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
2,639.88,5,1279.76,0.0,2023,5,25,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1,76.93,6,76.93,0.0,2023,2,5,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
4,190.64,5,762.56,0.0,2024,12,11,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1,178.44,2,178.44,1.0,2023,2,2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5,655.55,5,3277.75,0.0,2025,6,14,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
3,197.97,5,593.91,1.0,2023,8,24,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
3,411.95,7,1235.85,0.0,2024,1,14,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
2,443.22,5,886.44,0.0,2024,9,19,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
3,430.06,8,1290.18,1.0,2025,5,13,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
3,107.36,5,322.08,0.0,2023,10,8,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
2,359.86,4,719.72,1.0,2024,7,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4,214.35,7,857.4,1.0,2025,6,9,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
3,638.5,4,1915.5,1.0,2025,4,27,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1,365.57,5,365.57,1.0,2023,12,12,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
3,372.6,7,1117.8,0.0,2025,6,13,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
3,257.84,4,773.52,0.0,2024,3,10,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
1,422.54,1,422.54,0.0,2024,1,23,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1,491.11,4,491.11,0.0,2023,5,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
5,189.25,10,946.25,1.0,2024,7,26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
4,142.58,4,570.32,0.0,2024,5,26,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
4,316.32,7,1265.28,0.0,2024,6,29,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
2,533.95,5,1067.9,0.0,2024,3,17,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False
4,470.09,4,1880.36,0.0,2025,6,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
3,136.84,3,410.52,0.0,2024,5,12,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
2,488.9,7,977.8,0.0,2023,10,31,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
5,133.39,6,666.9499999999999,0.0,2023,8,3,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
2,330.69,5,661.38,1.0,2023,6,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2,274.12,6,548.24,0.0,2025,6,28,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
5,561.48,9,2807.4,0.0,2025,5,13,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
3,171.66,7,514.98,0.0,2024,12,19,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
5,650.72,8,3253.6,1.0,2024,10,27,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
3,575.01,8,1725.03,1.0,2023,5,23,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
4,481.48,5,1925.92,0.0,2024,9,3,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
4,180.25,7,721.0,1.0,2024,7,13,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4,237.43,8,949.72,1.0,2025,2,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
5,298.39,7,1491.95,1.0,2024,8,4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2,697.93,2,1395.86,1.0,2025,5,6,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3,308.98,3,926.94,0.0,2024,5,31,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
5,396.86,9,1984.3,1.0,2024,8,13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
5,368.25,5,1841.25,0.0,2025,6,24,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
1,438.93,3,438.93,1.0,2023,7,24,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,26.95,1,26.95,0.0,2024,3,20,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2,40.23,4,80.46,1.0,2024,1,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
2,72.39,7,144.78,0.0,2023,3,26,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False
3,692.71,3,2078.13,0.0,2023,11,24,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
4,56.66,4,226.64,0.0,2024,1,12,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
2,298.53,5,597.06,1.0,2024,1,16,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
3,331.46,6,994.3799999999999,1.0,2023,7,12,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
2,521.4,7,1042.8,0.0,2025,4,16,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
4,305.32,4,1221.28,1.0,2023,3,27,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
5,111.7,9,558.5,1.0,2023,7,17,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,426.22,7,852.44,0.0,2024,12,16,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False
2,594.07,2,1188.14,1.0,2024,6,21,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2,160.98,3,321.96,0.0,2024,4,11,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
3,158.66,7,475.98,0.0,2023,5,13,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
2,142.08,4,284.16,0.0,2024,9,6,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
5,364.42,10,1822.1,1.0,2023,8,20,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
4,578.28,5,2313.12,1.0,2025,6,18,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,280.52,7,1402.6,1.0,2025,5,20,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
1,627.15,5,627.15,0.0,2024,9,7,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
2,605.26,4,1210.52,1.0,2024,5,27,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,90.27,5,90.27,0.0,2024,6,9,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
5,266.78,5,1333.9,1.0,2023,9,27,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4,107.49,5,429.96,0.0,2024,6,25,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3,669.06,7,2007.18,0.0,2023,5,31,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
3,69.65,7,208.95,0.0,2023,10,14,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1,243.71,6,243.71,0.0,2024,7,20,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
2,629.56,5,1259.12,1.0,2025,2,4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
5,127.18,10,635.9000000000001,1.0,2024,5,9,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
3,267.45,5,802.3499999999999,0.0,2024,4,6,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
4,615.65,9,2462.6,0.0,2024,6,27,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
4,473.86,7,1895.44,0.0,2024,4,28,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
3,444.75,6,1334.25,0.0,2023,11,27,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
2,183.67,6,367.34,1.0,2023,5,19,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5,260.93,9,1304.65,0.0,2023,6,21,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
5,420.98,7,2104.9,0.0,2024,5,27,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
3,410.88,8,1232.64,0.0,2023,1,13,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2,176.46,2,352.92,0.0,2023,9,2,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
3,659.57,6,1978.71,1.0,2023,3,31,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
4,300.56,9,1202.24,1.0,2025,4,26,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,268.78,7,1343.9,0.0,2023,12,29,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
2,680.85,6,1361.7,0.0,2024,8,25,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
3,182.48,3,547.4399999999999,0.0,2023,7,8,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2,26.5,3,53.0,0.0,2024,4,22,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False
3,315.27,4,945.81,1.0,2023,10,23,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1,23.53,2,23.53,0.0,2025,5,17,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1,677.48,1,677.48,0.0,2023,5,1,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False
4,440.31,6,1761.24,1.0,2023,2,17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,245.28,6,981.12,0.0,2023,10,2,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
1,618.68,6,618.68,0.0,2023,4,20,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True
1,370.85,2,370.85,0.0,2024,12,24,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
4,517.98,8,2071.92,1.0,2024,6,16,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,506.11,5,2024.44,1.0,2023,11,12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,299.23,2,598.46,1.0,2025,6,28,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
1,536.07,5,536.07,0.0,2023,11,15,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
1,38.49,4,38.49,0.0,2025,6,22,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1,660.66,3,660.66,0.0,2023,11,29,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
4,274.82,9,1099.28,0.0,2023,10,23,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
5,85.52,5,427.6,1.0,2023,8,23,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
5,666.8,7,3334.0,0.0,2023,10,30,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
